technology,carrier,province,year,share,target_mw_before_existing_stock_adjustment,lower_limit_mw_before_existing_stock_adjustment,upper_limit_mw_before_existing_stock_adjustment,national_target_mw,lower_multiplier,upper_multiplier,allocation_basis,national_source_note
Solar PV,solar,Guizhou,2030,0.02461,58816.8511,47053.48088,76461.90643,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Hainan,2030,0.008426,20137.489243,16109.991395,26178.736016,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Hebei,2030,0.07247,173204.078984,138563.263187,225165.302679,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Heilongjiang,2030,0.007676,18346.404264,14677.123411,23850.325544,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Henan,2030,0.046739,111705.912055,89364.729644,145217.685672,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Hubei,2030,0.038782,92688.116506,74150.493205,120494.551458,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Hunan,2030,0.023265,55604.37128,44483.497024,72285.682664,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,InnerMongolia,2030,0.045255,108159.861248,86527.888999,140607.819623,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Jiangsu,2030,0.076554,182964.748491,146371.798792,237854.173038,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Jiangxi,2030,0.024987,59719.829885,47775.863908,77635.778851,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Jilin,2030,0.006234,14898.087632,11918.470105,19367.513921,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Liaoning,2030,0.013438,32116.299578,25693.039663,41751.189452,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Ningxia,2030,0.031384,75008.854215,60007.083372,97511.510479,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Qinghai,2030,0.034392,82196.565347,65757.252278,106855.534951,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Shaanxi,2030,0.036011,86065.563861,68852.451088,111885.233019,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Shandong,2030,0.081544,194890.442426,155912.353941,253357.575154,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Shanghai,2030,0.00508,12140.284188,9712.227351,15782.369445,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Shanxi,2030,0.042979,102718.61732,82174.893856,133534.202516,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Sichuan,2030,0.014568,34816.737311,27853.389849,45261.758504,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Tianjin,2030,0.00878,20983.102318,16786.481854,27278.033013,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Tibet,2030,0.004791,11449.770999,9159.8168,14884.702299,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Xinjiang,2030,0.071083,169887.491021,135909.992817,220853.738328,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Yunnan,2030,0.046232,110494.858155,88395.886524,143643.315601,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Zhejiang,2030,0.054277,129722.994645,103778.395716,168639.893038,2390000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,CPIA_15th_Five_annual_avg_addition_238_287GW_general_case_238GW
Solar PV,solar,Anhui,2035,0.048343,173069.656712,138455.72537,224990.553726,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Beijing,2035,0.001711,6126.387694,4901.110155,7964.304002,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Chongqing,2035,0.004786,17134.790308,13707.832246,22275.2274,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Fujian,2035,0.014522,51989.958111,41591.966489,67586.945545,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Gansu,2035,0.032431,116102.207509,92881.766007,150932.869761,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangdong,2035,0.052352,187419.725342,149935.780273,243645.642944,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangxi,2035,0.026299,94149.053061,75319.242449,122393.76898,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guizhou,2035,0.02461,88102.228844,70481.783075,114532.897497,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hainan,2035,0.008426,30164.105226,24131.284181,39213.336794,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hebei,2035,0.07247,259443.766846,207555.013477,337276.8969,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Heilongjiang,2035,0.007676,27481.224797,21984.979838,35725.592237,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Henan,2035,0.046739,167325.173706,133860.138965,217522.725818,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hubei,2035,0.038782,138838.266565,111070.613252,180489.746535,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hunan,2035,0.023265,83290.229783,66632.183826,108277.298718,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,InnerMongolia,2035,0.045255,162013.516012,129610.81281,210617.570816,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangsu,2035,0.076554,274064.351295,219251.481036,356283.656684,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangxi,2035,0.024987,89454.807945,71563.846356,116291.250329,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jilin,2035,0.006234,22315.9639,17852.77112,29010.753071,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Liaoning,2035,0.013438,48107.260456,38485.808365,62539.438593,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Ningxia,2035,0.031384,112356.359033,89885.087226,146063.266743,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Qinghai,2035,0.034392,123122.888679,98498.310943,160059.755282,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shaanxi,2035,0.036011,128918.29231,103134.633848,167593.780003,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shandong,2035,0.081544,291927.943049,233542.354439,379506.325963,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanghai,2035,0.00508,18185.028198,14548.022559,23640.536658,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanxi,2035,0.042979,153863.033475,123090.42678,200021.943518,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Sichuan,2035,0.014568,52152.267604,41721.814083,67797.947885,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tianjin,2035,0.00878,31430.755773,25144.604618,40859.982505,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tibet,2035,0.004791,17150.703003,13720.562403,22295.913904,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Xinjiang,2035,0.071083,254475.823371,203580.658697,330818.570382,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Yunnan,2035,0.046232,165511.126441,132408.901153,215164.464373,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Zhejiang,2035,0.054277,194313.104949,155450.483959,252607.036434,3580000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Anhui,2040,0.048343,230598.397352,184478.717881,299777.916557,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Beijing,2040,0.001711,8162.812653,6530.250123,10611.656449,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Chongqing,2040,0.004786,22830.432896,18264.346317,29679.562765,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Fujian,2040,0.014522,69271.536366,55417.229093,90052.997276,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Gansu,2040,0.032431,154694.840731,123755.872585,201103.29295,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangdong,2040,0.052352,249718.46086,199774.768688,324633.999118,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangxi,2040,0.026299,125444.408688,100355.52695,163077.731294,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guizhou,2040,0.02461,117387.606588,93910.085271,152603.888565,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hainan,2040,0.008426,40190.72121,32152.576968,52247.937572,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hebei,2040,0.07247,345683.454708,276546.763767,449388.491121,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Heilongjiang,2040,0.007676,36616.045331,29292.836265,47600.85893,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Henan,2040,0.046739,222944.435357,178355.548286,289827.765964,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hubei,2040,0.038782,184988.416625,147990.7333,240484.941612,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hunan,2040,0.023265,110976.088286,88780.870629,144268.914772,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,InnerMongolia,2040,0.045255,215867.170776,172693.736621,280627.322009,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangsu,2040,0.076554,365163.9541,292131.16328,474713.14033,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangxi,2040,0.024987,119189.786005,95351.828804,154946.721807,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jilin,2040,0.006234,29733.840169,23787.072135,38653.99222,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Liaoning,2040,0.013438,64098.221334,51278.577067,83327.687734,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Ningxia,2040,0.031384,149703.863851,119763.091081,194615.023007,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Qinghai,2040,0.034392,164049.21201,131239.369608,213263.975614,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shaanxi,2040,0.036011,171771.020759,137416.816608,223302.326987,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shandong,2040,0.081544,388965.443671,311172.354937,505655.076772,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanghai,2040,0.00508,24229.772208,19383.817767,31498.703871,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanxi,2040,0.042979,205007.449631,164005.959704,266509.68452,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Sichuan,2040,0.014568,69487.797896,55590.238317,90334.137265,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tianjin,2040,0.00878,41878.409228,33502.727383,54441.931997,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tibet,2040,0.004791,22851.635007,18281.308006,29707.125509,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Xinjiang,2040,0.071083,339064.15572,271251.324576,440783.402437,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Yunnan,2040,0.046232,220527.394727,176421.915782,286685.613145,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Zhejiang,2040,0.054277,258903.215253,207122.572203,336574.179829,4770000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Anhui,2045,0.048343,288127.137991,230501.710393,374565.279388,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Beijing,2045,0.001711,10199.237613,8159.39009,13259.008897,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Chongqing,2045,0.004786,28526.075485,22820.860388,37083.89813,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Fujian,2045,0.014522,86553.114621,69242.491697,112519.049008,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Gansu,2045,0.032431,193287.473953,154629.979162,251273.716139,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangdong,2045,0.052352,312017.196379,249613.757103,405622.355292,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guangxi,2045,0.026299,156739.764314,125391.811451,203761.693609,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Guizhou,2045,0.02461,146672.984333,117338.387466,190674.879632,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hainan,2045,0.008426,50217.337193,40173.869754,65282.53835,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hebei,2045,0.07247,431923.142571,345538.514057,561500.085342,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Heilongjiang,2045,0.007676,45750.865864,36600.692691,59476.125623,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Henan,2045,0.046739,278563.697008,222850.957606,362132.80611,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hubei,2045,0.038782,231138.566684,184910.853347,300480.136689,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Hunan,2045,0.023265,138661.946789,110929.557431,180260.530826,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,InnerMongolia,2045,0.045255,269720.82554,215776.660432,350637.073202,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangsu,2045,0.076554,456263.556905,365010.845524,593142.623977,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jiangxi,2045,0.024987,148924.764065,119139.811252,193602.193285,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Jilin,2045,0.006234,37151.716438,29721.37315,48297.231369,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Liaoning,2045,0.013438,80089.182212,64071.34577,104115.936875,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Ningxia,2045,0.031384,187051.36867,149641.094936,243166.77927,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Qinghai,2045,0.034392,204975.535342,163980.428274,266468.195945,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shaanxi,2045,0.036011,214623.749209,171698.999367,279010.873971,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shandong,2045,0.081544,486002.944293,388802.355434,631803.827581,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanghai,2045,0.00508,30274.516219,24219.612975,39356.871084,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Shanxi,2045,0.042979,256151.865786,204921.492629,332997.425521,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Sichuan,2045,0.014568,86823.328189,69458.662551,112870.326646,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tianjin,2045,0.00878,52326.062684,41860.850147,68023.881489,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Tibet,2045,0.004791,28552.567011,22842.053609,37118.337114,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Xinjiang,2045,0.071083,423652.48807,338921.990456,550748.234491,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Yunnan,2045,0.046232,275543.663014,220434.930411,358206.761918,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Zhejiang,2045,0.054277,323493.325558,258794.660446,420541.323225,5960000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Anhui,2050,0.048343,345655.87863,276524.702904,449352.642219,7150000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Beijing,2050,0.001711,12235.662573,9788.530058,15906.361344,7150000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Chongqing,2050,0.004786,34221.718073,27377.374459,44488.233495,7150000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Fujian,2050,0.014522,103834.692876,83067.754301,134985.100739,7150000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
Solar PV,solar,Gansu,2050,0.032431,231880.107175,185504.08574,301444.139328,7150000.0,0.8,1.3,data/existing_infrastructure/solar_capacity.csv: 2010+2015+2020+2025,Post_2030_extension_keep_annual_addition_238GW
